product_name,categories_en,energy-kcal_100g,carbohydrates_100g,proteins_100g,fat_100g,fiber_100g
"St Hubert omega 3 sans sel","","468","","","52",""
"Chicken Rice Bowl","","132.768361581921","20.3389830508475","7.6271186440678","2.54237288135593","0.564971751412429"
"Mozzarella","","299","0.9","22","23","0"
"Nocciola","it:bevanda-di-nocciola","29","3.2","0.4","1.6","0.3"
"Tranche épaisse extra poulet","","107","0.5","22","1.89999997615814",""
"Jambon de dinde","","121","0.5","20","4.30000019073486",""
"Maíz Morado","","411","71","17","6",""
"Sale Marino Grosso Iodato","it:sale-marino-grosso-iodato","0","0","0","0",""
"Escalope de dinde","","108","0","24","1.3",""
"Garofalo Gluten Free Pasta","Plant-based foods and beverages,Plant-based foods,Pastas,Dry pastas","356","78","7","1.6","0.9"
"Chia Seeds","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Seeds,Cereals and their products,Cereal grains,Chia","431","","21","30","38"
"Organic basil seed","","433","50","16.67","20","50"
"Tiramisu","","258","34.7","5.2","8.9","2.8"
"Oreillettes","Beverages,Snacks,Sweet snacks,Biscuits and cakes,Sweet fritters","425","65","6.7","15","4.20176"
"Gold Standard 100% Whey","","401.315789473684","9.86842105263158","78.9473684210526","4.93421052631579",""
"Wholemeal Heyford","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,Wholemeal breads,Bread-whole,Whear-product","232","35.7","11","2.9","9.4"
"Chicken and Mayonnaise","","254","19.6","10.7","14.5","1.5"
"Aru sandwich","","425","51.9","24.7","13.5",""
"Luxury wrap duck with hoisin sauce","","175.909090909091","20.2272727272727","7.31818181818182","4.81818181818182",""
"Semillas de cáñamo enteras","","619","4.68","30.78","51.53",""
"Pain epeautre","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Breads,fr:pain-a-l-epeautre","256","47.7","11.1","1.6",""
"Nut Alsace","","575","41.7","11.1","39.4",""
"Oeufs au beurre salé cacahouette GYATT skibidi toilet","","56","7.8","1.5","1.8","1.3"
"FIX","Beverages,Alcoholic beverages,Beers,Greek-beers","38","","","0",""
"Caldo de cocido","","6","1.5","0.5","0.5","0.5"
"Beef stroganoff","","94.2528735632184","11.7931032728875","6.89655172413793","1.83908045977012","1.40229882865117"
"Filet de saumon sauce suchet et riz pilaf","","156.455696202532","18.7341772151899","6.55696202531646","5.67088607594937","1.49367088607595"
"Grass fed collagen peptides","Dietary supplements,Bodybuilding supplements,Protein powders","70","","18","0",""
"Multi collagen protein 100%","","360","0","90","0",""
"Semillas de cáñamo peladas","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products","578","5.7","25.4","47.7",""
"Ricette venere","","384","80","9","2.2","3.9"
"Canadian Fiber","","30.3","1.9","1.46","1.86","0.92"
"Fibra Canadiense McBerry","es:fibra","432.857142857143","27.1428571428571","20.8571428571429","26.5714285714286","13.1428571428571"
"Proteina de cáñamo","","347","8.1","48.3","8.2",""
"Mediterranean style vegetables","","46","5.19999980926514","1.29999995231628","1.89999997615814","1.5"
"Saumon fumé sauvage","Seafood,Fishes and their products,Fishes,Fatty fishes,Salmons,Smoked fishes,Smoked salmons","123","","24","2.59999990463257","1"
"Formaggio misto","","305","1","22.5","23","1"
"Les boudoirs magiques","Snacks,Sweet snacks,Biscuits and cakes,Biscuits,Dry biscuits,Sponge fingers biscuit","459","78","6.6","13","1.4"
"Multivitamin","Dietary supplements,Vitamins","0","0","0","0","0"
"Bonbon cola","","230","96","0","0","0"
"Camembert d'Isigny Sainte Mère","Dairies,Fermented foods,Fermented milk products,Cheeses,Soft cheeses,Soft cheeses with bloomy rind","284","0.5","21","22","0"
"Rice Krispies","","160","25","2","",""
"Organic Gentle Infant Formula Milk-based Powder With Iron","","66.6666666666667","6.8","1.53333333333333","3.73333333333333",""
"Fette biscottate","","1","3.4","1","40","13"
"Moongdal","","320","51.7","23.47","1.37",""
"Sandra's Himbeer-Konfi","","200","50","0.8","0.5","2.5"
"Haché de poulet","","137","4.69999980926514","19","4.69999980926514","2.29999995231628"
"Hamburguesa Gallina Ecologica","","190","19","8.4","9.1",""
"Ketchup","","0","","","",""
"Apple Cider","Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based beverages,Fruit-based beverages,Juices and nectars,Fruit juices,Unsweetened beverages,Apple juices","45.83333","11.66667","0.41667","0","0"
"Chicken in mushroom and leek sauce","","82.5","6.0277779897054","8.50000010596381","2.13888883590698","2.41666661368476"
"Truita esparrecs i alls tendres","","125","2","7.59999990463257","9.5","0.5"
"Knacki","","110","26","2","0",""
"Proteinworks","","381","5.6","84","2.3","1.1"
"Cheesy veg lasagna","","98.4615384615385","12.3999997652494","5.84615384615385","2.40000005868765","1.7230768937331"
"Steamed Chicken with Ginger & Shallot","","109.180327868852","11.5409838567015","7.27868877473425","3.34426223254595","1.67213111627297"
"Spoonlight","","359","5.8","75","2.7",""
"Beef and peanut fried rice","","119.310344827586","12.7241384571996","7.9655173729206","3.48275875223094","2.41379310344828"
"Brioche suisse","","364","46.7999992370605","7.80000019073486","15.5",""
"Koekjes Zacht","Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits","447","73","5.2","14","1.8"
"Beignet moelleux a la pomme","Snacks,Sweet snacks,Sweet fritters","299","44","5.6","11",""
"Poulet curry vert","","135.714285714286","1.45714282989502","12.485714503697","8.71428571428571","0.114285715988704"
"Buttermilk Protein Waffles","","314.285714285714","31.4285714285714","17.1428571428571","12.8571428571429","1.42857142857143"
"Cordon scamark B","","229","16","13","12",""
"Cordon scamark B","","229","16","13","12",""
"Pepites scamark B","","249","19","13","13",""
"Fiesta blend cheese","","382","5.2","23","29.9",""
"Potage diététiques","","29","3.90000009536743","2.40000009536743","2.40000009536743","1.39999997615814"
"Organic Wheatgrass Powder","Powder","312.5","62.5","25","","37.5"
"Pepites scamark C","","255","21","13","13",""
"Kojac Noodles","","63","2.59999990463257","0.800000011920929","4.69999980926514",""
"Cordon scamark c","","235","18","13","12",""
"Sonnenblumenhack","Meat alternatives,Meat analogues,Vegetarian grounds","323","11.9","53.8","2.2","20.1"
"Dark Choccolate","","400","60","4","32",""
"Sour Fruit Gummies","Snacks,Sweet snacks,Confectioneries,Candies","325","75","5","0","0"
"Jelly Fish","Snacks,Sweet snacks,Confectioneries,Candies","140","34","0","0","0"
"Mixed fruit gummies","Snacks,Sweet snacks,Confectioneries","300","70","7.5","0","0"
"Bonbons Angry Birds Vert","Snacks,Sweet snacks,Confectioneries,Candies","120","15","3","0",""
"Skippy wafer bar","Snacks,Sweet snacks,Bars","555.555555555556","41.6666666666667","16.6666666666667","33.3333333333333","5.55555555555556"
"Peanut Butter Wafer Bars, Banana","","555.555555555556","41.6666666666667","16.6666666666667","33.3333333333333","5.55555555555556"
"Peanut butter chocolate mini wafer bars","Desserts,Shelf stable desserts","555.555555555556","44.4444444444444","16.6666666666667","33.3333333333333","5.55555555555556"
"Chèvre gratiné sur galette maison et mousseline de butternut","","166.753246753247","8.7012987012987","5.06493506493506","11.5064933083274","4.28571428571429"
"4 beignets à la pomme","Snacks,Sweet snacks,Sweet fritters,fr:beignets-fourres,fr:beignets-a-la-pomme","310","49","6.6","9.6",""
"Almond nut-thins","","433.333333333333","80","10","8.33333333333333","3.33333333333333"
"Têtes brûlées","","53","12.3","0.5","0.8",""
"Black Pepper Chicken Brest","","96","0","20.5","1.6",""
"ORGANIC HEMP PROTEIN","","321","5","50","6","21"
"Épices à pain d'épices","Plant-based foods and beverages,Plant-based foods,Condiments,Spices,Spice Mix,Groceries","346","65","4.3","4.7",""
"Osella LINEA protein","Dairies,Fermented foods,Fermented milk products,Cheeses,Formaggio,Formaggio-fresco,Primo-sale","238","3.2","15","18",""
"Rocas de Asís","","616.54","27.45","8.3","51.02",""
"Risino Shiralife","","38","0.6","0.1","0",""
"Spaghetti shiralife","","109.9","0.6","0.1","0",""
"Spaghetti shiralife","","27.3","0.6","0.1","0",""
"Mix fluor","","345","13","48","6.6",""
"Milk Life","","60.4","4.9","2.1","3.6",""
"Ricotta di bufala campana dop","Dairies,Fermented foods,Fermented milk products,Cheeses,Italian cheeses,Ricotta,it:Ricotta di Bufala Campana","158","3.64","8.77","12",""
"Chocolife","","569","19","11","48",""
"Nocciolife Cream","","633","15","5.7","56",""
"Tisana","","4","1","1","1",""
"Cornetti","","343","7.25","21.33","24.99",""
"Biscotti artigianali","","403","10.35","26.91","27.72",""
"Rigatolife","","85","0.8","15.2","1.8",""
"Biscotti al cacao amaro","","381","7.95","26.87","26.39","8.09"
"Riccioli di crusca","Meals,Pasta dishes,Stuffed pastas","320","46","14","3.1","26"
"Fette Biscottate di farro a lievitazione naturale","","422","74.82","11.63","8.95",""
"Amatriciana","Condiments,Sauces,Tomato sauces,Groceries,it:sugo-alla-amatriciana","241","3.8","4.5","23",""
"Biscogoj","","310","41.8","4.2","14.1","2.5"
"Batticuori","","473","74","3.2","17",""
"Paté Funghi Porcini","","164","4.1","3","15",""
"Olive nere pate'","","269","1.4","13.7","23.2",""
"Cracker di Farro","","412","58.8","13.2","12.4",""
"Snackdièt","","461","70","8.3","16","1.8"
"Coccole nocciola","","597","16","12","52","13"
"Bomboloni","","260","9.07","25.66","14.02",""
"Bomboloni","","403","12.27","24.49","28.89",""
"Cuori di carciofo","","177","76","8.6","11","6.5"
"BISCOFETTE","","333","50","6","15",""
"Pancake diet pro","","366","47","32","4.8","8"
"Snack dietpro","","426","39","24","17.2999992370605","9.39999961853027"
"Riso cotto","","116","25.2999992370605","2.40000009536743","0.5","0.200000002980232"
"Tagliatelle","","288","9.64","34.12","3.96","30.31"
"Tonnarelli","","289","9.64","34.12","3.96","30.31"
"Bruschette - tasso ridotto carboidrati","","282","8.03","28.72","16.05","38.67"
"Fette Biscottate","","390","6.82","40.1","16.2",""
"Biscotti Gusto Agrumi","","430","12.8","40.1","22.7","15.8"
"Biscotti gusto cocco","","430","12.8","40.1","22.7",""
"Muffin","","382","14.5","36.21","22.7","36.2"
"Mini cake","","387","15.4","40.15","24.7","0.93"
"Mini Cake gusto arancia","","387","15.4","40.15","24.7",""
"Nuvole Gusto Cacao","","442","20.8","33.48","25.29","13.4"
"Nuvole gusto arancia","","442","20.8","33.48","25.29",""
"Fructolife","","401","100","0","0","0"
"Biscotti Artigianali Zenzero e Limone","","410","8.01","26.02","28.75","3.88"
"Bastoncini rustici","","366.99","9.76","34.06","17.03","15.96"
"Cornetti","","343","7.25","21.33","24.99","6.1"
"Biscotti cocco gocce cioccolat","","388","12.47","26.77","25.2","18.69"
"Biscotti a tasso ridotto di carboidrati","","581","7.95","26.87","26.3","8.09"
"Crostini gusto olive","","165.55555555556","4.5166666666667","16.011111111111","8.9166666666667","21.511111111111"
"Crackers Classici","","180.64","9.65","18.56","5.37","18.66"
"Crackers rosmarino tasso ridotto carboidrati","","180.64","9.6","18.6","5.4","10.7"
"Cornetti Cioccolato","","352","7.8","21.74","25.01","6.15"
"Piadina","","210","5.6","29","7.6","11.2"
"Crostatine crema di nocciole","","435","13.02","26.2","28.3","6.9"
"Pasta di cacao nero assoluto 100%","Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates","623","12.5","14","54",""
"Cioccolato extra fondente","","463","17.1","6.1","37.8",""
"Cioccolato extrafondente 70%","","473","27.3","5.1","35.9",""
"Ciocolato bianco","","509","52.7","5.8","38.3",""
"Cioccolato fondente e peperoncino","","477","46","5.1","36",""
"Cioccolato","","495","1","6","38.8",""
"Cioccolato bianco nocciolato","","524","48","1","40.9",""
"Il Pangrattato","","390","6.82","40.1","16.2","28.33"
"La spalmabile","","473","40","13","35","3.4"
"Crostini","","298","8.26","28.95","15.59","38.7"
"Linguine Pastasecca","it:pasta-di-frumento","328.14","7.76","45.78","5.3","32.68"
"Crackers al ginocchio a tasso ridotto di carboidrati","","180.64","9.65","18.56","5.37","10.66"
"Crackers curcuma e pepe nero basso carboidrati","","180.64","9.6","18.6","5.4","10.7"
"Croissant con base di cioccolato","","499","18.8","18.01","40.04","7.05"
"Sugo alla Carbonara","","230","2.4","10","20",""
"Barretta proteica cocco gocce cioccolato","","317","32.09","35.47","6.04","12.15"
"La spalmabile al gusto di miele","","170","58","0","0","14"
"Panini tondi scuri","","216","0.8","24","7.9",""
"Preparato per il budino","","400","2.9","66.35","11.37","10.53"
"milk life","","60.4","4.9","2.1","3.6","0.4"
"Cioccolato bianco","","509","52.7","5.8","38.3",""
"Cioccolato fondente mirtillo e ibisco 54%","Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates","457","48.6","5","32.4",""
"Mezze maniche","","288","9.64","34.12","3.96","30.31"
"La spalmabile al cocco e mandorla","","473","33","8.48","33","25"
"La spalmabile fondente","","686.9","28","26","36","3.1"
"La spalmabile al pistacchio","Breakfasts,Spreads,Sweet spreads","477","32","24","33","0"
"Biscotti artigianali","","403","10.35","26.91","27.728","7.42"
"Uovo fondente senza zucchero con granella di nocciola","","656","22.4","10.6","56.5","35.3"
"Fagottini ripieni crema di nocciole","","362","8.3","21.72","25.4","6.15"
"Sfogliatine cioccolato e pera","","241","3.8","21.55","26.3","6.29"
"Mix flour","","329.16","18.73","42.71","4.8","24.1"
"Mix flour","","97","6.62","15.53","1.42","9.09"
"Croissant","","440","20.08","22.06","30.71","4.9"
"Focaccia low carb","","278","9.55","27.9","15.07","6.5"
"Pinza proteica artigianale","","268","9.3","28.03","14.02","6.2"
"Pizza cuore gusto classico","","230","4.3","16","9.4","32"
"Proteine alla vaniglia","","329","4.90000009536743","75.2799987792969","0.00999999977648258","4.09999990463257"
"Pains aux raisi","","296","40","6.7","12","2.1"
"Chicken Caesar Salad","","160.194174757282","5.8252427184466","11.6504854368932","11.6504854368932","0.970873786407767"
"Succo di mela","","52","9.6","0.1","0","0"
"Genius","","291","39.7","6","10",""
"HUESOS DE ALBARICOQUE","","628","5.4","18","51.3","7.1"
"Beurre de cacahuètes Crunchy","","674","24.4799995422363","19.4200000762939","56.3699989318848","12.8900003433228"
"Honey Rings","","108.5","21.7999992370605","1.5","0.709999978542328","1.39999997615814"
"Whey Native Isolate","","372","3.76999998092651","90","0.469999998807907",""
"Guarkernmehl","","191","1","4","0.5","83.75"
"Ashwagandha  Root Powder","","250","50","","",""
"Pomme de terre persillées","","96","18.1","2.6","0.3","2.5"
"Baguette CONSTANCE CEREALES","","269","47.9","9.4","3",""
"Pizza","","195","24","11","5.59999990463257","1.89999997615814"
"Beef korma","","83.4883720930233","8.74418569165607","7.72093040998592","1.34883725365927","2.39534888156625"
"Beef Korma","","91","9.69999980926514","7.69999980926514","1.39999997615814","2.20000004768372"
"Poulet sauce grand veneur et pomme de terre","","116.363636363636","9.65909090909091","5.06818164478649","6.15909099578857","1.38636361468922"
"Switch","","88","8","15","1.5","1.70000004768372"
"Sandwich complet thon","Sandwiches,Fish sandwiches,Tuna sandwiches","208","21.38","1.3","9.23","2.06"
"Cacahuete en polvo desgrasado","","387","20.2","48.3","9.8","12.5"
"Raiz de Suma","","263","28.47","6.81","3",""
"Apple Strawberry Apple sauce","","66.6666666666667","16.6666666666667","","","2.22222222222222"
"Gourmet Blueberry Muffin","","355.932203389831","33.8983050847458","6.77966101694915","20.3389830508475",""
"Régal aux olives","","198","4.5","10","15.8000001907349",""
"Nibs de cacao","Cocoa and its products,Cocoa beans","604","18.2","13","50.3",""
"Cheese chunks","","415","11","17","32",""
"Malt flour toasted","","413","74","16","6","7"
"Sgombro grigliato","","453","0","12","45",""
"Sauce de poisson ","Condiments,Sauces,Groceries","56","7","7","0",""
"Confiture de fraise","Plant-based foods and beverages,Plant-based foods,Breakfasts,Spreads,Plant-based spreads,Sweet spreads,Fruit and vegetable preserves,Jams,Berry jams,Strawberry jams","241","59","0.4","0.1","1.2"
"Poulet cajun","","185","1.10000002384186","31.1000003814697","6.09999990463257","0.300000011920929"
"Mixed Peppers","Plant-based foods and beverages,Plant-based foods,Condiments,Spices,Peppers,Groceries,Mixed-peppers","19","2.5","0.8","0.5",""
